index,tx_timestamp_ms,rx_timestamp_ms,delay_ms,tx_x,tx_y,tx_z,rx_x,rx_y,rx_z
60,35187.9,36001.9,814.023,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
61,35188.9,36002.9,814.023,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
62,35189.9,36003.9,814.023,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
63,35190.9,36004.9,814.023,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
64,35191.9,36005.9,814.023,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
65,35192.9,36006.9,814.023,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
66,35193.9,36007.9,814.023,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
67,35194.9,36008.9,814.023,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
68,35195.9,36009.9,814.023,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
69,35196.9,36010.9,813.972,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
70,35197.9,36011.9,813.972,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
71,35198.9,36012.9,813.972,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
72,35199.9,36013.9,813.98,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
73,35200.9,36014.9,813.979,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
74,35201.9,36015.9,813.98,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
75,35202.9,36016.9,813.98,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
76,35203.9,36017.9,813.98,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
77,35204.9,36018.9,813.98,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
78,35205.9,36019.9,813.98,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
79,35206.9,36020.9,813.98,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
80,35207.9,36021.9,813.98,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
81,35208.9,36022.9,813.98,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
82,35209.9,36023.9,813.98,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
83,35210.9,36024.9,813.98,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
84,35211.9,36025.9,813.977,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
85,35212.9,36026.9,813.974,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
86,35213.9,36027.9,813.975,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
87,35214.9,36028.9,813.975,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
88,35215.9,36029.9,813.977,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
