index,server_seq,client_seq,tx_ms,rx_ms,rtt_ms,applied_ms,delay_ms,master_x_m,master_y_m,master_z_m,slave_x_m,slave_y_m,slave_z_m
16,16401,199606,16490.488100,16491.488500,1.000400,16741.639500,250.000,-0.021830,0.018840,0.053525,-0.028825,0.020632,0.048189
17,16402,199607,16491.488500,16492.488900,1.000400,16742.640000,250.000,-0.021830,0.018840,0.053525,-0.028825,0.020632,0.048189
18,16403,199608,16492.488900,16493.492700,1.003800,16743.640000,250.000,-0.021830,0.018840,0.053525,-0.028825,0.020632,0.048189
19,16404,199609,16493.492700,16494.493100,1.000400,16744.640100,250.000,-0.021830,0.018840,0.053525,-0.028825,0.020632,0.048189
20,16405,199610,16494.493100,16495.493200,1.000100,16745.640700,250.000,-0.021830,0.018840,0.053525,-0.028825,0.020632,0.048189
21,16406,199611,16495.493200,16496.493200,1.000000,16746.880500,250.000,-0.021830,0.018840,0.053525,-0.028825,0.020632,0.048189
22,16407,199612,16496.493200,16497.493200,1.000000,16747.880600,250.000,-0.021830,0.018840,0.053525,-0.028825,0.020632,0.048189
23,16408,199613,16497.493200,16498.493400,1.000200,16748.880700,250.000,-0.021830,0.018840,0.053525,-0.028825,0.020632,0.048189
24,16409,199614,16498.493400,16499.493400,1.000000,16749.880800,250.000,-0.021830,0.018840,0.053525,-0.028825,0.020632,0.048189
25,16410,199615,16499.493400,16500.493500,1.000100,16750.880900,250.000,-0.021830,0.018840,0.053525,-0.028825,0.020632,0.048189
26,16411,199616,16500.493500,16501.493600,1.000100,16751.881000,250.000,-0.021830,0.018840,0.053525,-0.028825,0.020632,0.048189
27,16412,199617,16501.493600,16502.493700,1.000100,16752.881100,250.000,-0.021830,0.018840,0.053525,-0.028825,0.020632,0.048189
28,16413,199618,16502.493700,16503.493800,1.000100,16753.881300,250.000,-0.021830,0.018840,0.053525,-0.028825,0.020632,0.048189
29,16414,199619,16503.493800,16504.493900,1.000100,16754.881400,250.000,-0.021830,0.018840,0.053525,-0.028825,0.020632,0.048189
30,16415,199620,16504.493900,16505.494100,1.000200,16755.881800,250.000,-0.021830,0.018840,0.053525,-0.028825,0.020632,0.048189
31,16416,199621,16505.494100,16506.495200,1.001100,16756.883700,250.000,-0.021830,0.018840,0.053525,-0.028825,0.020632,0.048189
32,16417,199622,16506.495200,16507.495700,1.000500,16757.884900,250.000,-0.021830,0.018840,0.053525,-0.028825,0.020632,0.048189
33,16418,199623,16507.495700,16508.497300,1.001600,16758.885400,250.000,-0.021830,0.018840,0.053525,-0.028825,0.020632,0.048189
34,16419,199624,16508.497300,16509.497500,1.000200,16759.885600,250.000,-0.021830,0.018840,0.053525,-0.028825,0.020632,0.048189
35,16420,199625,16509.497500,16510.498800,1.001300,16760.887400,250.000,-0.021830,0.018840,0.053525,-0.028825,0.020632,0.048189
36,16421,199626,16510.498800,16511.498800,1.000000,16761.887700,250.000,-0.021830,0.018840,0.053525,-0.028811,0.020594,0.048203
37,16422,199627,16511.498800,16512.498900,1.000100,16762.887700,250.000,-0.021830,0.018840,0.053525,-0.028811,0.020594,0.048203
38,16423,199628,16512.498900,16513.499100,1.000200,16763.887900,250.000,-0.021830,0.018840,0.053525,-0.028811,0.020594,0.048203
39,16424,199629,16513.499100,16514.499100,1.000000,16764.887900,250.000,-0.021830,0.018840,0.053525,-0.028811,0.020594,0.048203
40,16425,199630,16514.499100,16515.499200,1.000100,16765.888000,250.000,-0.021830,0.018840,0.053525,-0.028811,0.020594,0.048203
41,16426,199631,16515.499200,16516.499400,1.000200,16766.888200,250.000,-0.021830,0.018840,0.053525,-0.028811,0.020594,0.048203
42,16427,199632,16516.499400,16517.499400,1.000000,16767.888200,250.000,-0.021868,0.018835,0.053486,-0.028811,0.020594,0.048203
43,16428,199633,16517.499400,16518.499500,1.000100,16768.888300,250.000,-0.021868,0.018835,0.053486,-0.028811,0.020594,0.048203
44,16429,199634,16518.499500,16519.499600,1.000100,16769.888400,250.000,-0.021868,0.018835,0.053486,-0.028811,0.020594,0.048203
45,16430,199635,16519.499600,16520.499900,1.000300,16770.888500,250.000,-0.021868,0.018835,0.053486,-0.028811,0.020594,0.048203
46,16431,199636,16520.499900,16521.500200,1.000300,16771.889000,250.000,-0.021868,0.018835,0.053486,-0.028811,0.020594,0.048203
47,16432,199637,16521.500200,16522.501800,1.001600,16772.889500,250.000,-0.021868,0.018835,0.053486,-0.028811,0.020594,0.048203
48,16433,199638,16522.501800,16523.501900,1.000100,16773.893700,250.000,-0.021868,0.018835,0.053486,-0.028797,0.020555,0.048218
49,16434,199639,16523.501900,16524.502200,1.000300,16774.893000,250.000,-0.021868,0.018835,0.053486,-0.028797,0.020555,0.048218
50,16435,199640,16524.502200,16525.502800,1.000600,16775.894900,250.000,-0.021868,0.018835,0.053486,-0.028797,0.020555,0.048218
51,16436,199641,16525.502800,16526.503200,1.000400,16776.895500,250.000,-0.021868,0.018835,0.053486,-0.028797,0.020555,0.048218
52,16437,199642,16526.503200,16527.504000,1.000800,16777.898800,250.000,-0.021868,0.018835,0.053486,-0.028797,0.020555,0.048218
53,16438,199643,16527.504000,16528.504200,1.000200,16778.899300,250.000,-0.021868,0.018835,0.053486,-0.028797,0.020555,0.048218
54,16439,199644,16528.504200,16529.504200,1.000000,16779.899700,250.000,-0.021868,0.018835,0.053486,-0.028783,0.020517,0.048233
55,16440,199645,16529.504200,16530.504400,1.000200,16780.900100,250.000,-0.021868,0.018835,0.053486,-0.028783,0.020517,0.048233
56,16441,199646,16530.504400,16531.504400,1.000000,16781.900200,250.000,-0.021868,0.018835,0.053486,-0.028783,0.020517,0.048233
57,16442,199647,16531.504400,16532.504600,1.000200,16782.900600,250.000,-0.021905,0.018831,0.053447,-0.028783,0.020517,0.048233
58,16443,199648,16532.504600,16533.504600,1.000000,16783.900700,250.000,-0.021905,0.018831,0.053447,-0.028769,0.020479,0.048247
59,16444,199649,16533.504600,16534.504700,1.000100,16784.900900,250.000,-0.021905,0.018831,0.053447,-0.028769,0.020479,0.048247
60,16445,199650,16534.504700,16535.504900,1.000200,16785.901000,250.000,-0.021905,0.018831,0.053447,-0.028769,0.020479,0.048247
61,16446,199651,16535.504900,16536.504900,1.000000,16786.901100,250.000,-0.021913,0.018891,0.053447,-0.028755,0.020441,0.048262
62,16447,199652,16536.504900,16537.505100,1.000200,16787.901100,250.000,-0.021913,0.018891,0.053447,-0.028755,0.020441,0.048262
63,16448,199653,16537.505100,16538.505100,1.000000,16788.901200,250.000,-0.021951,0.018886,0.053408,-0.028755,0.020441,0.048262
64,16449,199654,16538.505100,16539.506200,1.001100,16789.905600,250.000,-0.021951,0.018886,0.053408,-0.028755,0.020441,0.048262
65,16450,199655,16539.506200,16540.506600,1.000400,16790.905800,250.000,-0.021951,0.018886,0.053408,-0.028741,0.020402,0.048277
66,16451,199656,16540.506600,16541.506800,1.000200,16791.906200,250.000,-0.021988,0.018881,0.053369,-0.028741,0.020402,0.048277
67,16452,199657,16541.506800,16542.511500,1.004700,16792.906300,250.000,-0.021938,0.018887,0.053348,-0.028727,0.020364,0.048292
68,16453,199658,16542.511500,16543.512000,1.000500,16793.906500,250.000,-0.021938,0.018887,0.053348,-0.028727,0.020364,0.048292
69,16454,199659,16543.512000,16544.512000,1.000000,16794.907800,250.000,-0.021938,0.018887,0.053348,-0.028727,0.020364,0.048292
70,16455,199660,16544.512000,16545.512100,1.000100,16795.907800,250.000,-0.021976,0.018883,0.053309,-0.028713,0.020326,0.048306
71,16456,199661,16545.512100,16546.512200,1.000100,16796.908000,250.000,-0.021976,0.018883,0.053309,-0.028713,0.020326,0.048306
72,16457,199662,16546.512200,16547.512300,1.000100,16797.908100,250.000,-0.021976,0.018883,0.053309,-0.028699,0.020287,0.048321
73,16458,199663,16547.512300,16548.512400,1.000100,16798.908200,250.000,-0.021976,0.018883,0.053309,-0.028699,0.020287,0.048321
74,16459,199664,16548.512400,16549.512600,1.000200,16799.908300,250.000,-0.022013,0.018878,0.053270,-0.028685,0.020249,0.048336
75,16460,199665,16549.512600,16550.512700,1.000100,16800.908500,250.000,-0.022013,0.018878,0.053270,-0.028685,0.020249,0.048336
76,16461,199666,16550.512700,16551.512700,1.000000,16801.908700,250.000,-0.021964,0.018884,0.053249,-0.028671,0.020211,0.048350
77,16462,199667,16551.512700,16552.513000,1.000300,16802.908900,250.000,-0.022001,0.018879,0.053210,-0.028671,0.020211,0.048350
78,16463,199668,16552.513000,16553.513300,1.000300,16803.909000,250.000,-0.022001,0.018879,0.053210,-0.028657,0.020172,0.048365
79,16464,199669,16553.513300,16554.513700,1.000400,16804.909300,250.000,-0.022001,0.018879,0.053210,-0.028643,0.020134,0.048380
80,16465,199670,16554.513700,16555.514700,1.001000,16805.909400,250.000,-0.022039,0.018875,0.053171,-0.028643,0.020134,0.048380
81,16466,199671,16555.514700,16556.515800,1.001100,16806.909400,250.000,-0.022039,0.018875,0.053171,-0.028629,0.020095,0.048395
82,16467,199672,16556.515800,16557.515700,0.999900,16807.909700,250.000,-0.022076,0.018870,0.053132,-0.028615,0.020057,0.048409
83,16468,199673,16557.515700,16558.516400,1.000700,16808.912000,250.000,-0.022076,0.018870,0.053132,-0.028615,0.020057,0.048409
84,16469,199674,16558.516400,16559.516800,1.000400,16809.911600,250.000,-0.022064,0.018871,0.053072,-0.028601,0.020018,0.048424
85,16470,199675,16559.516800,16560.517800,1.001000,16810.913000,250.000,-0.022064,0.018871,0.053072,-0.028587,0.019980,0.048439
86,16471,199676,16560.517800,16561.518800,1.001000,16811.912900,250.000,-0.022064,0.018871,0.053072,-0.028587,0.019980,0.048439
87,16472,199677,16561.518800,16562.519000,1.000200,16812.913000,250.000,-0.022098,0.018928,0.052973,-0.028574,0.019942,0.048453
88,16473,199678,16562.519000,16563.519100,1.000100,16813.913200,250.000,-0.022098,0.018928,0.052973,-0.028574,0.019942,0.048453
89,16474,199679,16563.519100,16564.519400,1.000300,16814.913300,250.000,-0.022135,0.018923,0.052934,-0.028560,0.019903,0.048468
90,16475,199680,16564.519400,16565.519500,1.000100,16815.913500,250.000,-0.022086,0.018930,0.052913,-0.028546,0.019865,0.048483
91,16476,199681,16565.519500,16566.519700,1.000200,16816.913600,250.000,-0.022123,0.018925,0.052874,-0.028532,0.019826,0.048497
92,16477,199682,16566.519700,16567.519800,1.000100,16817.913700,250.000,-0.022111,0.018926,0.052814,-0.028532,0.019826,0.048497
93,16478,199683,16567.519800,16568.519900,1.000100,16818.913800,250.000,-0.022149,0.018921,0.052775,-0.028518,0.019788,0.048512
94,16479,199684,16568.519900,16569.520100,1.000200,16819.914000,250.000,-0.022149,0.018921,0.052775,-0.028504,0.019749,0.048527
95,16480,199685,16569.520100,16570.520500,1.000400,16820.914400,250.000,-0.022125,0.018925,0.052655,-0.028504,0.019749,0.048527
96,16481,199686,16570.520500,16571.521800,1.001300,16821.914800,250.000,-0.022163,0.018920,0.052616,-0.028490,0.019710,0.048542
97,16482,199687,16571.521800,16572.521600,0.999800,16822.916300,250.000,-0.022163,0.018920,0.052616,-0.028477,0.019672,0.048556
98,16483,199688,16572.521600,16573.522800,1.001200,16823.917000,250.000,-0.022151,0.018921,0.052556,-0.028463,0.019633,0.048571
99,16484,199689,16573.522800,16574.526000,1.003200,16824.917300,250.000,-0.022151,0.018921,0.052556,-0.028463,0.019633,0.048571
100,16485,199690,16574.526000,16575.525300,0.999300,16825.917400,250.000,-0.022177,0.018918,0.052457,-0.028449,0.019595,0.048586
101,16486,199691,16575.525300,16576.527300,1.002000,16826.919100,250.000,-0.022165,0.018919,0.052397,-0.028435,0.019556,0.048600
102,16487,199692,16576.527300,16577.527900,1.000600,16827.919200,250.000,-0.022203,0.018914,0.052358,-0.028422,0.019518,0.048615
103,16488,199693,16577.527900,16578.527600,0.999700,16828.919400,250.000,-0.022179,0.018917,0.052238,-0.028422,0.019518,0.048615
104,16489,199694,16578.527600,16579.527800,1.000200,16829.919600,250.000,-0.022179,0.018917,0.052238,-0.028408,0.019479,0.048630
105,16490,199695,16579.527800,16580.527800,1.000000,16830.919700,250.000,-0.022168,0.018919,0.052178,-0.028394,0.019440,0.048644
106,16491,199696,16580.527800,16581.527900,1.000100,16831.919900,250.000,-0.022206,0.018914,0.052139,-0.028380,0.019402,0.048659
107,16492,199697,16581.527900,16582.528000,1.000100,16832.920300,250.000,-0.022232,0.018911,0.052041,-0.028367,0.019363,0.048674
108,16493,199698,16582.528000,16583.528200,1.000200,16833.920600,250.000,-0.022220,0.018912,0.051981,-0.028367,0.019363,0.048674
109,16494,199699,16583.528200,16584.528700,1.000500,16834.920800,250.000,-0.022209,0.018914,0.051921,-0.028353,0.019324,0.048688
110,16495,199700,16584.528700,16585.528900,1.000200,16835.920900,250.000,-0.022235,0.018910,0.051822,-0.028339,0.019286,0.048703
111,16496,199701,16585.528900,16586.529500,1.000600,16836.921100,250.000,-0.022223,0.018912,0.051762,-0.028325,0.019247,0.048718
112,16497,199702,16586.529500,16587.530000,1.000500,16837.921300,250.000,-0.022212,0.018913,0.051702,-0.028325,0.019247,0.048718
113,16498,199703,16587.530000,16588.530200,1.000200,16838.921500,250.000,-0.022238,0.018910,0.051603,-0.028312,0.019208,0.048733
114,16499,199704,16588.530200,16589.530400,1.000200,16839.924400,250.000,-0.022265,0.018906,0.051505,-0.028298,0.019169,0.048747
115,16500,199705,16589.530400,16590.531800,1.001400,16840.925300,250.000,-0.022254,0.018908,0.051445,-0.028298,0.019169,0.048747
116,16501,199706,16590.531800,16591.534200,1.002400,16841.926300,250.000,-0.022254,0.018908,0.051445,-0.028284,0.019131,0.048762
117,16502,199707,16591.534200,16592.533500,0.999300,16842.954000,250.000,-0.022242,0.018909,0.051385,-0.028271,0.019092,0.048777
118,16503,199708,16592.533500,16593.533800,1.000300,16843.954300,250.000,-0.022296,0.018902,0.051188,-0.028257,0.019053,0.048791
119,16504,199709,16593.533800,16594.534100,1.000300,16844.954700,250.000,-0.022296,0.018902,0.051188,-0.028257,0.019053,0.048791
120,16505,199710,16594.534100,16595.534300,1.000200,16845.954900,250.000,-0.022284,0.018904,0.051128,-0.028243,0.019014,0.048806
121,16506,199711,16595.534300,16596.534500,1.000200,16846.955100,250.000,-0.022251,0.018908,0.050948,-0.028230,0.018976,0.048821
122,16507,199712,16596.534500,16597.534700,1.000200,16847.955300,250.000,-0.022278,0.018905,0.050849,-0.028230,0.018976,0.048821
123,16508,199713,16597.534700,16598.534900,1.000200,16848.955900,250.000,-0.022305,0.018901,0.050751,-0.028216,0.018937,0.048835
124,16509,199714,16598.534900,16599.535000,1.000100,16849.956700,250.000,-0.022283,0.018904,0.050631,-0.028202,0.018898,0.048850
125,16510,199715,16599.535000,16600.535100,1.000100,16850.956700,250.000,-0.022310,0.018901,0.050533,-0.028202,0.018898,0.048850
126,16511,199716,16600.535100,16601.535200,1.000100,16851.956900,250.000,-0.022337,0.018897,0.050434,-0.028189,0.018859,0.048865
127,16512,199717,16601.535200,16602.535400,1.000200,16852.957000,250.000,-0.022315,0.018900,0.050314,-0.028189,0.018859,0.048865
128,16513,199718,16602.535400,16603.535500,1.000100,16853.957400,250.000,-0.022293,0.018903,0.050194,-0.028175,0.018820,0.048879
129,16514,199719,16603.535500,16604.535800,1.000300,16854.957600,250.000,-0.022321,0.018899,0.050096,-0.028175,0.018820,0.048879
130,16515,199720,16604.535800,16605.535700,0.999900,16855.958600,250.000,-0.022299,0.018902,0.049976,-0.028162,0.018781,0.048894
131,16516,199721,16605.535700,16606.536800,1.001100,16856.959800,250.000,-0.022327,0.018898,0.049878,-0.028148,0.018742,0.048909
132,16517,199722,16606.536800,16607.536400,0.999600,16857.959700,250.000,-0.022305,0.018901,0.049758,-0.028148,0.018742,0.048909
133,16518,199723,16607.536400,16608.537000,1.000600,16858.959700,250.000,-0.022305,0.018901,0.049758,-0.028151,0.018778,0.048943
134,16519,199724,16608.537000,16609.537000,1.000000,16859.962100,250.000,-0.022301,0.018902,0.049480,-0.028137,0.018739,0.048958
135,16520,199725,16609.537000,16610.538300,1.001300,16860.962200,250.000,-0.022368,0.018893,0.049344,-0.028137,0.018739,0.048958
136,16521,199726,16610.538300,16611.538900,1.000600,16861.962200,250.000,-0.022347,0.018896,0.049224,-0.028124,0.018700,0.048972
137,16522,199727,16611.538900,16612.539200,1.000300,16862.962600,250.000,-0.022347,0.018896,0.049224,-0.028124,0.018700,0.048972
138,16523,199728,16612.539200,16613.539300,1.000100,16863.963600,250.000,-0.022344,0.018896,0.048946,-0.028124,0.018700,0.048972
139,16524,199729,16613.539300,16614.539400,1.000100,16864.964400,250.000,-0.022362,0.018894,0.048789,-0.028110,0.018661,0.048987
140,16525,199730,16614.539400,16615.539600,1.000200,16865.964300,250.000,-0.022341,0.018897,0.048669,-0.028110,0.018661,0.048987
141,16526,199731,16615.539600,16616.539600,1.000000,16866.964500,250.000,-0.022339,0.018897,0.048391,-0.028110,0.018661,0.048987
142,16527,199732,16616.539600,16617.539800,1.000200,16867.964600,250.000,-0.022339,0.018897,0.048391,-0.028097,0.018622,0.049002
143,16528,199733,16617.539800,16618.539900,1.000100,16868.964800,250.000,-0.022358,0.018894,0.048233,-0.028097,0.018622,0.049002
144,16529,199734,16618.539900,16619.540000,1.000100,16869.965000,250.000,-0.022289,0.018903,0.048091,-0.028097,0.018622,0.049002
145,16530,199735,16619.540000,16620.540500,1.000500,16870.965300,250.000,-0.022308,0.018901,0.047933,-0.028097,0.018622,0.049002
146,16531,199736,16620.540500,16621.540700,1.000200,16871.986200,250.000,-0.022327,0.018898,0.047776,-0.028097,0.018622,0.049002
147,16532,199737,16621.540700,16622.542100,1.001400,16872.989300,250.000,-0.022346,0.018896,0.047619,-0.028097,0.018622,0.049002
148,16533,199738,16622.542100,16623.541600,0.999500,16873.988300,250.000,-0.022317,0.018900,0.047438,-0.028097,0.018622,0.049002
149,16534,199739,16623.541600,16624.542400,1.000800,16874.989000,250.000,-0.022297,0.018902,0.047318,-0.028083,0.018583,0.049016
150,16535,199740,16624.542400,16625.542800,1.000400,16875.989100,250.000,-0.022297,0.018902,0.047318,-0.028083,0.018583,0.049016
151,16536,199741,16625.542800,16626.545000,1.002200,16876.990300,250.000,-0.022356,0.018895,0.047124,-0.028083,0.018583,0.049016
152,16537,199742,16626.545000,16627.545000,1.000000,16877.991100,250.000,-0.022327,0.018898,0.046944,-0.028083,0.018583,0.049016
153,16538,199743,16627.545000,16628.545200,1.000200,16878.991700,250.000,-0.022348,0.018896,0.046787,-0.028083,0.018583,0.049016
154,16539,199744,16628.545200,16629.545200,1.000000,16879.991900,250.000,-0.022291,0.018903,0.046426,-0.028083,0.018583,0.049016
155,16540,199745,16629.545200,16630.545300,1.000100,16880.992200,250.000,-0.022291,0.018903,0.046426,-0.028083,0.018583,0.049016
156,16541,199746,16630.545300,16631.545600,1.000300,16881.992500,250.000,-0.022312,0.018900,0.046269,-0.028083,0.018583,0.049016
157,16542,199747,16631.545600,16632.546200,1.000600,16882.992900,250.000,-0.022244,0.018909,0.046126,-0.028083,0.018583,0.049016
158,16543,199748,16632.546200,16633.546600,1.000400,16883.993100,250.000,-0.022216,0.018913,0.045946,-0.028083,0.018583,0.049016
159,16544,199749,16633.546600,16634.546700,1.000100,16884.993300,250.000,-0.022238,0.018910,0.045789,-0.028083,0.018583,0.049016
160,16545,199750,16634.546700,16635.546800,1.000100,16885.993500,250.000,-0.022210,0.018913,0.045609,-0.028083,0.018583,0.049016
161,16546,199751,16635.546800,16636.546800,1.000000,16886.993800,250.000,-0.022183,0.018917,0.045429,-0.028083,0.018583,0.049016
162,16547,199752,16636.546800,16637.546900,1.000100,16887.994000,250.000,-0.022156,0.018920,0.045248,-0.028083,0.018583,0.049016
163,16548,199753,16637.546900,16638.547400,1.000500,16889.031200,250.000,-0.022130,0.018924,0.045068,-0.028083,0.018583,0.049016
164,16549,199754,16638.547400,16639.547500,1.000100,16890.037600,250.000,-0.022103,0.018927,0.044888,-0.028083,0.018583,0.049016
165,16550,199755,16639.547500,16640.550800,1.003300,16891.038000,250.000,-0.022077,0.018931,0.044707,-0.028083,0.018583,0.049016
166,16551,199756,16640.550800,16641.550000,0.999200,16892.038500,250.000,-0.022100,0.018928,0.044550,-0.028083,0.018583,0.049016
167,16552,199757,16641.550000,16642.550500,1.000500,16893.038700,250.000,-0.022026,0.018937,0.044346,-0.028083,0.018583,0.049016
168,16553,199758,16642.550500,16643.550600,1.000100,16894.040200,250.000,-0.022000,0.018941,0.044166,-0.028083,0.018583,0.049016
169,16554,199759,16643.550600,16644.550900,1.000300,16895.040900,250.000,-0.021975,0.018944,0.043985,-0.028083,0.018583,0.049016
170,16555,199760,16644.550900,16645.551700,1.000800,16896.064900,250.000,-0.021950,0.018947,0.043805,-0.028083,0.018583,0.049016
171,16556,199761,16645.551700,16646.552000,1.000300,16897.065100,250.000,-0.021925,0.018950,0.043624,-0.028083,0.018583,0.049016
172,16557,199762,16646.552000,16647.552400,1.000400,16898.065900,250.000,-0.021852,0.018960,0.043420,-0.028083,0.018583,0.049016
173,16558,199763,16647.552400,16648.552700,1.000300,16899.066400,250.000,-0.021827,0.018963,0.043239,-0.028083,0.018583,0.049016
174,16559,199764,16648.552700,16649.552800,1.000100,16900.066700,250.000,-0.021795,0.018967,0.042998,-0.028083,0.018583,0.049016
175,16560,199765,16649.552800,16650.553100,1.000300,16901.067200,250.000,-0.021771,0.018970,0.042817,-0.028083,0.018583,0.049016
176,16561,199766,16650.553100,16651.553000,0.999900,16902.067500,250.000,-0.021747,0.018973,0.042636,-0.028083,0.018583,0.049016
177,16562,199767,16651.553000,16652.553200,1.000200,16903.068200,250.000,-0.021660,0.019046,0.042250,-0.028083,0.018583,0.049016
178,16563,199768,16652.553200,16653.553300,1.000100,16904.068600,250.000,-0.021637,0.019049,0.042069,-0.028083,0.018583,0.049016
179,16564,199769,16653.553300,16654.553500,1.000200,16905.069200,250.000,-0.021637,0.019049,0.042069,-0.028083,0.018583,0.049016
180,16565,199770,16654.553500,16655.554000,1.000500,16906.100400,250.000,-0.021607,0.019053,0.041828,-0.028083,0.018583,0.049016
181,16566,199771,16655.554000,16656.558300,1.004300,16907.101000,250.000,-0.021585,0.019056,0.041647,-0.028083,0.018583,0.049016
182,16567,199772,16656.558300,16657.558600,1.000300,16908.207000,250.000,-0.021514,0.019065,0.041441,-0.028083,0.018583,0.049016
183,16568,199773,16657.558600,16658.559700,1.001100,16909.250800,250.000,-0.021444,0.019074,0.041235,-0.028083,0.018583,0.049016
184,16569,199774,16658.559700,16659.559600,0.999900,16910.255000,250.000,-0.021430,0.019137,0.041054,-0.028086,0.018619,0.049051
185,16570,199775,16659.559600,16660.560000,1.000400,16911.276900,250.000,-0.021361,0.019146,0.040848,-0.028086,0.018619,0.049051
186,16571,199776,16660.560000,16661.564900,1.004900,16912.277200,250.000,-0.021339,0.019149,0.040667,-0.028086,0.018619,0.049051
187,16572,199777,16661.564900,16662.565100,1.000200,16913.277400,250.000,-0.021271,0.019158,0.040460,-0.028086,0.018619,0.049051
188,16573,199778,16662.565100,16663.565100,1.000000,16914.277500,250.000,-0.021202,0.019167,0.040254,-0.028086,0.018619,0.049051
189,16574,199779,16663.565100,16664.565200,1.000100,16915.277700,250.000,-0.021181,0.019170,0.040072,-0.028086,0.018619,0.049051
190,16575,199780,16664.565200,16665.565400,1.000200,16916.277900,250.000,-0.021053,0.019248,0.039658,-0.028086,0.018619,0.049051
191,16576,199781,16665.565400,16666.565500,1.000100,16917.278100,250.000,-0.021053,0.019248,0.039658,-0.028086,0.018619,0.049051
192,16577,199782,16666.565500,16667.565700,1.000200,16918.278200,250.000,-0.021033,0.019251,0.039477,-0.028086,0.018619,0.049051
193,16578,199783,16667.565700,16668.565800,1.000100,16919.297800,250.000,-0.020899,0.019268,0.039062,-0.028086,0.018619,0.049051
194,16579,199784,16668.565800,16669.565900,1.000100,16920.298100,250.000,-0.020840,0.019338,0.038854,-0.028086,0.018619,0.049051
195,16580,199785,16669.565900,16670.566000,1.000100,16921.298200,250.000,-0.020821,0.019340,0.038672,-0.028086,0.018619,0.049051
196,16581,199786,16670.566000,16671.566000,1.000000,16922.298500,250.000,-0.020821,0.019340,0.038672,-0.028086,0.018619,0.049051
197,16582,199787,16671.566000,16672.566300,1.000300,16923.301200,250.000,-0.020714,0.019354,0.038499,-0.028086,0.018619,0.049051
198,16583,199788,16672.566300,16673.567300,1.001000,16924.300600,250.000,-0.020648,0.019363,0.038291,-0.028086,0.018619,0.049051
199,16584,199789,16673.567300,16674.566500,0.999200,16925.300900,250.000,-0.020591,0.019432,0.038083,-0.028086,0.018619,0.049051
200,16585,199790,16674.566500,16675.567000,1.000500,16926.301100,250.000,-0.020525,0.019441,0.037875,-0.028086,0.018619,0.049051
201,16586,199791,16675.567000,16676.568500,1.001500,16927.303900,250.000,-0.020460,0.019449,0.037666,-0.028086,0.018619,0.049051
202,16587,199792,16676.568500,16677.571300,1.002800,16928.303300,250.000,-0.020404,0.019519,0.037458,-0.028061,0.018631,0.049019
203,16588,199793,16677.571300,16678.570400,0.999100,16929.303500,250.000,-0.020339,0.019527,0.037249,-0.028061,0.018631,0.049019
204,16589,199794,16678.570400,16679.571000,1.000600,16930.303700,250.000,-0.020219,0.019605,0.036831,-0.028061,0.018631,0.049019
205,16590,199795,16679.571000,16680.571900,1.000900,16931.303800,250.000,-0.020219,0.019605,0.036831,-0.028061,0.018631,0.049019
206,16591,199796,16680.571900,16681.571900,1.000000,16932.304000,250.000,-0.020114,0.019619,0.036656,-0.028061,0.018631,0.049019
