index,server_seq,client_seq,tx_ms,rx_ms,rtt_ms,applied_ms,delay_ms,master_x_m,master_y_m,master_z_m,slave_x_m,slave_y_m,slave_z_m
33,6487,189692,6547.496900,6548.497200,1.000300,6548.497200,0.000,-0.001137,0.045124,0.053993,-0.010195,0.038882,0.049855
34,6488,189693,6548.497200,6549.497400,1.000200,6549.497400,0.000,-0.001170,0.045115,0.053951,-0.010217,0.038924,0.049840
35,6489,189694,6549.497400,6550.497700,1.000300,6550.497700,0.000,-0.001170,0.045115,0.053951,-0.010217,0.038924,0.049840
36,6490,189695,6550.497700,6551.498000,1.000300,6551.498000,0.000,-0.001176,0.045187,0.053880,-0.010239,0.038966,0.049826
37,6491,189696,6551.498000,6552.498400,1.000400,6552.498400,0.000,-0.001176,0.045187,0.053880,-0.010248,0.039008,0.049866
38,6492,189697,6552.498400,6553.498700,1.000300,6553.498700,0.000,-0.001176,0.045187,0.053880,-0.010248,0.039008,0.049866
39,6493,189698,6553.498700,6554.498900,1.000200,6554.498900,0.000,-0.001209,0.045178,0.053838,-0.010270,0.039050,0.049852
40,6494,189699,6554.498900,6555.499000,1.000100,6555.499000,0.000,-0.001209,0.045178,0.053838,-0.010270,0.039050,0.049852
41,6495,189700,6555.499000,6556.499100,1.000100,6556.499100,0.000,-0.001197,0.045181,0.053767,-0.010270,0.039050,0.049852
42,6496,189701,6556.499100,6557.534800,1.035700,6557.534800,0.000,-0.001197,0.045181,0.053767,-0.010270,0.039050,0.049852
43,6497,189702,6557.534800,6558.535000,1.000200,6558.535000,0.000,-0.001230,0.045172,0.053725,-0.010270,0.039050,0.049852
44,6498,189703,6558.535000,6559.535100,1.000100,6559.535100,0.000,-0.001230,0.045172,0.053725,-0.010270,0.039050,0.049852
45,6499,189704,6559.535100,6560.535400,1.000300,6560.535400,0.000,-0.001230,0.045172,0.053725,-0.010270,0.039050,0.049852
46,6500,189705,6560.535400,6561.542900,1.007500,6561.542900,0.000,-0.001218,0.045176,0.053654,-0.010270,0.039050,0.049852
47,6501,189706,6561.542900,6562.542200,0.999300,6562.542200,0.000,-0.001218,0.045176,0.053654,-0.010270,0.039050,0.049852
48,6502,189707,6562.542200,6563.542700,1.000500,6563.542700,0.000,-0.001218,0.045176,0.053654,-0.010270,0.039050,0.049852
49,6503,189708,6563.542700,6564.542500,0.999800,6564.542500,0.000,-0.001251,0.045167,0.053612,-0.010270,0.039050,0.049852
50,6504,189709,6564.542500,6565.544500,1.002000,6565.544500,0.000,-0.001302,0.045226,0.053569,-0.010270,0.039050,0.049852
51,6505,189710,6565.544500,6566.544600,1.000100,6566.544600,0.000,-0.001302,0.045226,0.053569,-0.010270,0.039050,0.049852
52,6506,189711,6566.544600,6567.544800,1.000200,6567.544800,0.000,-0.001290,0.045230,0.053499,-0.010270,0.039050,0.049852
53,6507,189712,6567.544800,6568.544800,1.000000,6568.544800,0.000,-0.001323,0.045221,0.053457,-0.010270,0.039050,0.049852
54,6508,189713,6568.544800,6569.545400,1.000600,6569.545400,0.000,-0.001323,0.045221,0.053457,-0.010248,0.039008,0.049866
55,6509,189714,6569.545400,6570.546200,1.000800,6570.546200,0.000,-0.001311,0.045224,0.053386,-0.010248,0.039008,0.049866
56,6510,189715,6570.546200,6571.546600,1.000400,6571.546600,0.000,-0.001344,0.045215,0.053344,-0.010248,0.039008,0.049866
57,6511,189716,6571.546600,6572.546900,1.000300,6572.546900,0.000,-0.001344,0.045215,0.053344,-0.010248,0.039008,0.049866
58,6512,189717,6572.546900,6573.547100,1.000200,6573.547100,0.000,-0.001344,0.045215,0.053344,-0.010248,0.039008,0.049866
59,6513,189718,6573.547100,6574.547100,1.000000,6574.547100,0.000,-0.001366,0.045209,0.053231,-0.010248,0.039008,0.049866
60,6514,189719,6574.547100,6575.547300,1.000200,6575.547300,0.000,-0.001366,0.045209,0.053231,-0.010248,0.039008,0.049866
61,6515,189720,6575.547300,6576.547800,1.000500,6576.547800,0.000,-0.001354,0.045212,0.053160,-0.010227,0.038966,0.049880
62,6516,189721,6576.547800,6577.548000,1.000200,6577.548000,0.000,-0.001354,0.045212,0.053160,-0.010227,0.038966,0.049880
63,6517,189722,6577.548000,6578.549300,1.001300,6578.549300,0.000,-0.001387,0.045204,0.053118,-0.010201,0.038979,0.049840
64,6518,189723,6578.549300,6579.569700,1.020400,6579.569700,0.000,-0.001420,0.045195,0.053076,-0.010201,0.038979,0.049840
65,6519,189724,6579.569700,6580.569300,0.999600,6580.569300,0.000,-0.001408,0.045198,0.053006,-0.010201,0.038979,0.049840
66,6520,189725,6580.569300,6581.574000,1.004700,6581.574000,0.000,-0.001441,0.045189,0.052963,-0.010201,0.038979,0.049840
67,6521,189726,6581.574000,6582.571500,0.997500,6582.571500,0.000,-0.001474,0.045180,0.052921,-0.010201,0.038979,0.049840
68,6522,189727,6582.571500,6583.571600,1.000100,6583.571600,0.000,-0.001463,0.045183,0.052851,-0.010201,0.038979,0.049840
69,6523,189728,6583.571600,6584.571700,1.000100,6584.571700,0.000,-0.001496,0.045174,0.052809,-0.010201,0.038979,0.049840
70,6524,189729,6584.571700,6585.571900,1.000200,6585.571900,0.000,-0.001484,0.045177,0.052738,-0.010201,0.038979,0.049840
71,6525,189730,6585.571900,6586.571900,1.000000,6586.571900,0.000,-0.001506,0.045171,0.052626,-0.010201,0.038979,0.049840
72,6526,189731,6586.571900,6587.572000,1.000100,6587.572000,0.000,-0.001506,0.045171,0.052626,-0.010201,0.038979,0.049840
73,6527,189732,6587.572000,6588.572100,1.000100,6588.572100,0.000,-0.001539,0.045162,0.052584,-0.010201,0.038979,0.049840
74,6528,189733,6588.572100,6589.572200,1.000100,6589.572200,0.000,-0.001572,0.045153,0.052542,-0.010201,0.038979,0.049840
75,6529,189734,6589.572200,6590.572300,1.000100,6590.572300,0.000,-0.001594,0.045147,0.052429,-0.010201,0.038979,0.049840
76,6530,189735,6590.572300,6591.572400,1.000100,6591.572400,0.000,-0.001594,0.045147,0.052429,-0.010201,0.038979,0.049840
77,6531,189736,6591.572400,6592.572600,1.000200,6592.572600,0.000,-0.001583,0.045151,0.052359,-0.010201,0.038979,0.049840
78,6532,189737,6592.572600,6593.572600,1.000000,6593.572600,0.000,-0.001616,0.045142,0.052317,-0.010201,0.038979,0.049840
79,6533,189738,6593.572600,6594.572800,1.000200,6594.572800,0.000,-0.001604,0.045145,0.052246,-0.010201,0.038979,0.049840
80,6534,189739,6594.572800,6595.575100,1.002300,6595.575100,0.000,-0.001641,0.045061,0.052092,-0.010201,0.038979,0.049840
81,6535,189740,6595.575100,6596.575900,1.000800,6596.575900,0.000,-0.001641,0.045061,0.052092,-0.010201,0.038979,0.049840
82,6536,189741,6596.575900,6597.576300,1.000400,6597.576300,0.000,-0.001708,0.045043,0.052008,-0.010201,0.038979,0.049840
83,6537,189742,6597.576300,6598.576200,0.999900,6598.576200,0.000,-0.001708,0.045043,0.052008,-0.010201,0.038979,0.049840
84,6538,189743,6598.576200,6599.577600,1.001400,6599.577600,0.000,-0.001697,0.045046,0.051938,-0.010201,0.038979,0.049840
85,6539,189744,6599.577600,6600.577700,1.000100,6600.577700,0.000,-0.001697,0.045046,0.051938,-0.010201,0.038979,0.049840
86,6540,189745,6600.577700,6601.577700,1.000000,6601.577700,0.000,-0.001734,0.044963,0.051784,-0.010201,0.038979,0.049840
87,6541,189746,6601.577700,6602.577700,1.000000,6602.577700,0.000,-0.001767,0.044953,0.051742,-0.010201,0.038979,0.049840
88,6542,189747,6602.577700,6603.577800,1.000100,6603.577800,0.000,-0.001767,0.044953,0.051742,-0.010201,0.038979,0.049840
89,6543,189748,6603.577800,6604.577900,1.000100,6604.577900,0.000,-0.001823,0.044938,0.051588,-0.010201,0.038979,0.049840
90,6544,189749,6604.577900,6605.578000,1.000100,6605.578000,0.000,-0.001794,0.044873,0.051518,-0.010201,0.038979,0.049840
91,6545,189750,6605.578000,6606.578200,1.000200,6606.578200,0.000,-0.001861,0.044855,0.051434,-0.010201,0.038979,0.049840
92,6546,189751,6606.578200,6607.578200,1.000000,6607.578200,0.000,-0.001850,0.044858,0.051364,-0.010175,0.038992,0.049801
93,6547,189752,6607.578200,6608.578300,1.000100,6608.578300,0.000,-0.001820,0.044792,0.051294,-0.010175,0.038992,0.049801
94,6548,189753,6608.578300,6609.578400,1.000100,6609.578400,0.000,-0.001887,0.044774,0.051210,-0.010175,0.038992,0.049801
95,6549,189754,6609.578400,6610.578500,1.000100,6610.578500,0.000,-0.001876,0.044777,0.051140,-0.010175,0.038992,0.049801
96,6550,189755,6610.578500,6611.578700,1.000200,6611.578700,0.000,-0.001914,0.044694,0.050986,-0.010175,0.038992,0.049801
97,6551,189756,6611.578700,6612.580100,1.001400,6612.580100,0.000,-0.001914,0.044694,0.050986,-0.010175,0.038992,0.049801
98,6552,189757,6612.580100,6613.579900,0.999800,6613.579900,0.000,-0.001964,0.044607,0.050903,-0.010175,0.038992,0.049801
99,6553,189758,6613.579900,6614.580200,1.000300,6614.580200,0.000,-0.001957,0.044535,0.050721,-0.010175,0.038992,0.049801
100,6554,189759,6614.580200,6615.580900,1.000700,6615.580900,0.000,-0.001957,0.044535,0.050721,-0.010175,0.038992,0.049801
101,6555,189760,6615.580900,6616.581300,1.000400,6616.581300,0.000,-0.002007,0.044449,0.050638,-0.010175,0.038992,0.049801
102,6556,189761,6616.581300,6617.581300,1.000000,6617.581300,0.000,-0.002012,0.044374,0.050526,-0.010175,0.038992,0.049801
103,6557,189762,6617.581300,6618.581300,1.000000,6618.581300,0.000,-0.002017,0.044300,0.050415,-0.010175,0.038992,0.049801
104,6558,189763,6618.581300,6619.581400,1.000100,6619.581400,0.000,-0.002032,0.044222,0.050373,-0.010175,0.038992,0.049801
105,6559,189764,6619.581400,6620.581500,1.000100,6620.581500,0.000,-0.002056,0.044216,0.050262,-0.010175,0.038992,0.049801
106,6560,189765,6620.581500,6621.581600,1.000100,6621.581600,0.000,-0.002061,0.044142,0.050150,-0.010175,0.038992,0.049801
107,6561,189766,6621.581600,6622.581600,1.000000,6622.581600,0.000,-0.002111,0.044055,0.050067,-0.010175,0.038992,0.049801
108,6562,189767,6622.581600,6623.581700,1.000100,6623.581700,0.000,-0.002098,0.043912,0.049956,-0.010175,0.038992,0.049801
109,6563,189768,6623.581700,6624.581800,1.000100,6624.581800,0.000,-0.002154,0.043751,0.049762,-0.010149,0.039005,0.049761
110,6564,189769,6624.581800,6625.581900,1.000100,6625.581900,0.000,-0.002160,0.043677,0.049651,-0.010149,0.039005,0.049761
111,6565,189770,6625.581900,6626.582200,1.000300,6626.582200,0.000,-0.002160,0.043677,0.049651,-0.010149,0.039005,0.049761
112,6566,189771,6626.582200,6627.582400,1.000200,6627.582400,0.000,-0.002160,0.043677,0.049651,-0.010149,0.039005,0.049761
113,6567,189772,6627.582400,6628.585200,1.002800,6628.585200,0.000,-0.002166,0.043602,0.049539,-0.010149,0.039005,0.049761
114,6568,189773,6628.585200,6629.585500,1.000300,6629.585500,0.000,-0.002172,0.043527,0.049428,-0.010149,0.039005,0.049761
115,6569,189774,6629.585500,6630.585900,1.000400,6630.585900,0.000,-0.002205,0.043373,0.049346,-0.010149,0.039005,0.049761
116,6570,189775,6630.585900,6631.586200,1.000300,6631.586200,0.000,-0.002211,0.043298,0.049235,-0.010149,0.039005,0.049761
117,6571,189776,6631.586200,6632.592400,1.006200,6632.592400,0.000,-0.002240,0.043072,0.048971,-0.010149,0.039005,0.049761
118,6572,189777,6632.592400,6633.592100,0.999700,6633.592100,0.000,-0.002240,0.043072,0.048971,-0.010149,0.039005,0.049761
119,6573,189778,6633.592100,6634.592100,1.000000,6634.592100,0.000,-0.002281,0.042843,0.048778,-0.010149,0.039005,0.049761
120,6574,189779,6634.592100,6635.592200,1.000100,6635.592200,0.000,-0.002305,0.042691,0.048626,-0.010149,0.039005,0.049761
121,6575,189780,6635.592200,6636.592300,1.000100,6636.592300,0.000,-0.002339,0.042537,0.048545,-0.010149,0.039005,0.049761
122,6576,189781,6636.592300,6637.592400,1.000100,6637.592400,0.000,-0.002329,0.042394,0.048434,-0.010149,0.039005,0.049761
123,6577,189782,6637.592400,6638.592500,1.000100,6638.592500,0.000,-0.002353,0.042242,0.048282,-0.010149,0.039005,0.049761
124,6578,189783,6638.592500,6639.592500,1.000000,6639.592500,0.000,-0.002378,0.042090,0.048131,-0.010149,0.039005,0.049761
125,6579,189784,6639.592500,6640.592600,1.000100,6640.592600,0.000,-0.002413,0.041936,0.048049,-0.010149,0.039005,0.049761
126,6580,189785,6640.592600,6641.593200,1.000600,6641.593200,0.000,-0.002413,0.041936,0.048049,-0.010123,0.039018,0.049722
127,6581,189786,6641.593200,6642.593200,1.000000,6642.593200,0.000,-0.002474,0.041631,0.047816,-0.010123,0.039018,0.049722
128,6582,189787,6642.593200,6643.593500,1.000300,6643.593500,0.000,-0.002465,0.041488,0.047706,-0.010123,0.039018,0.049722
129,6583,189788,6643.593500,6644.594800,1.001300,6644.594800,0.000,-0.002474,0.041268,0.047555,-0.010123,0.039018,0.049722
130,6584,189789,6644.594800,6645.595500,1.000700,6645.595500,0.000,-0.002466,0.041126,0.047445,-0.010123,0.039018,0.049722
131,6585,189790,6645.595500,6646.596300,1.000800,6646.596300,0.000,-0.002466,0.041126,0.047445,-0.010123,0.039018,0.049722
132,6586,189791,6646.596300,6647.596300,1.000000,6647.596300,0.000,-0.002521,0.040895,0.047323,-0.010123,0.039018,0.049722
133,6587,189792,6647.596300,6648.596900,1.000600,6648.596900,0.000,-0.002568,0.040522,0.047091,-0.010123,0.039018,0.049722
134,6588,189793,6648.596900,6649.597700,1.000800,6649.597700,0.000,-0.002568,0.040522,0.047091,-0.010123,0.039018,0.049722
135,6589,189794,6649.597700,6650.597800,1.000100,6650.597800,0.000,-0.002544,0.040311,0.046981,-0.010123,0.039018,0.049722
136,6590,189795,6650.597800,6651.597800,1.000000,6651.597800,0.000,-0.002593,0.039938,0.046750,-0.010123,0.039018,0.049722
137,6591,189796,6651.597800,6652.597900,1.000100,6652.597900,0.000,-0.002628,0.039498,0.046519,-0.010123,0.039018,0.049722
138,6592,189797,6652.597900,6653.597900,1.000000,6653.597900,0.000,-0.002628,0.039498,0.046519,-0.010123,0.039018,0.049722
139,6593,189798,6653.597900,6654.597900,1.000000,6654.597900,0.000,-0.002641,0.039279,0.046369,-0.010123,0.039018,0.049722
140,6594,189799,6654.597900,6655.597900,1.000000,6655.597900,0.000,-0.002663,0.039058,0.046289,-0.010123,0.039018,0.049722
141,6595,189800,6655.597900,6656.598000,1.000100,6656.598000,0.000,-0.002687,0.038836,0.046208,-0.010097,0.039031,0.049682
142,6596,189801,6656.598000,6657.598100,1.000100,6657.598100,0.000,-0.002685,0.038549,0.046058,-0.010097,0.039031,0.049682
143,6597,189802,6657.598100,6658.598200,1.000100,6658.598200,0.000,-0.002685,0.038549,0.046058,-0.010097,0.039031,0.049682
144,6598,189803,6658.598200,6659.598300,1.000100,6659.598300,0.000,-0.002689,0.038118,0.045869,-0.010097,0.039031,0.049682
145,6599,189804,6659.598300,6660.598500,1.000200,6660.598500,0.000,-0.002713,0.037897,0.045789,-0.010097,0.039031,0.049682
146,6600,189805,6660.598500,6661.600800,1.002300,6661.600800,0.000,-0.002678,0.037619,0.045679,-0.010097,0.039031,0.049682
147,6601,189806,6661.600800,6662.600900,1.000100,6662.600900,0.000,-0.002678,0.037619,0.045679,-0.010097,0.039031,0.049682
148,6602,189807,6662.600900,6663.601600,1.000700,6663.601600,0.000,-0.002750,0.037101,0.045479,-0.010097,0.039031,0.049682
149,6603,189808,6663.601600,6664.601600,1.000000,6664.601600,0.000,-0.002750,0.037101,0.045479,-0.010097,0.039031,0.049682
150,6604,189809,6664.601600,6665.606400,1.004800,6665.606400,0.000,-0.002743,0.036603,0.045290,-0.010097,0.039031,0.049682
151,6605,189810,6665.606400,6666.604800,0.998400,6666.604800,0.000,-0.002743,0.036603,0.045290,-0.010071,0.039044,0.049642
152,6606,189811,6666.604800,6667.605700,1.000900,6667.605700,0.000,-0.002782,0.036094,0.045131,-0.010071,0.039044,0.049642
153,6607,189812,6667.605700,6668.605900,1.000200,6668.605900,0.000,-0.002779,0.035596,0.044942,-0.010071,0.039044,0.049642
154,6608,189813,6668.605900,6669.605900,1.000000,6669.605900,0.000,-0.002779,0.035596,0.044942,-0.010071,0.039044,0.049642
155,6609,189814,6669.605900,6670.606000,1.000100,6670.606000,0.000,-0.002793,0.035308,0.044863,-0.010071,0.039044,0.049642
156,6610,189815,6670.606000,6671.606400,1.000400,6671.606400,0.000,-0.002756,0.034818,0.044714,-0.010071,0.039044,0.049642
157,6611,189816,6671.606400,6672.606900,1.000500,6672.606900,0.000,-0.002756,0.034818,0.044714,-0.010071,0.039044,0.049642
158,6612,189817,6672.606900,6673.607500,1.000600,6673.607500,0.000,-0.002772,0.034531,0.044635,-0.010045,0.039058,0.049603
159,6613,189818,6673.607500,6674.607900,1.000400,6674.607900,0.000,-0.002772,0.034531,0.044635,-0.010045,0.039058,0.049603
160,6614,189819,6674.607900,6675.608200,1.000300,6675.608200,0.000,-0.002768,0.033963,0.044516,-0.010045,0.039058,0.049603
161,6615,189820,6675.608200,6676.608300,1.000100,6676.608300,0.000,-0.002768,0.033963,0.044516,-0.010045,0.039058,0.049603
162,6616,189821,6676.608300,6677.608500,1.000200,6677.608500,0.000,-0.002780,0.033465,0.044397,-0.010045,0.039058,0.049603
163,6617,189822,6677.608500,6678.611000,1.002500,6678.611000,0.000,-0.002749,0.032975,0.044249,-0.010045,0.039058,0.049603
164,6618,189823,6678.611000,6679.615200,1.004200,6679.615200,0.000,-0.002749,0.032975,0.044249,-0.010045,0.039058,0.049603
165,6619,189824,6679.615200,6680.615400,1.000200,6680.615400,0.000,-0.002749,0.032975,0.044249,-0.010019,0.039071,0.049563
166,6620,189825,6680.615400,6681.617000,1.001600,6681.617000,0.000,-0.002752,0.032409,0.044130,-0.010019,0.039071,0.049563
167,6621,189826,6681.617000,6682.629800,1.012800,6682.629800,0.000,-0.002722,0.032061,0.044091,-0.010019,0.039071,0.049563
168,6622,189827,6682.629800,6683.627800,0.998000,6683.627800,0.000,-0.002722,0.032061,0.044091,-0.010019,0.039071,0.049563
169,6623,189828,6683.627800,6684.627900,1.000100,6684.627900,0.000,-0.002702,0.031359,0.043973,-0.010019,0.039071,0.049563
170,6624,189829,6684.627900,6685.628000,1.000100,6685.628000,0.000,-0.002702,0.031359,0.043973,-0.009993,0.039084,0.049523
171,6625,189830,6685.628000,6686.628100,1.000100,6686.628100,0.000,-0.002687,0.031079,0.043933,-0.009993,0.039084,0.049523
172,6626,189831,6686.628100,6687.628200,1.000100,6687.628200,0.000,-0.002673,0.030800,0.043894,-0.009993,0.039084,0.049523
173,6627,189832,6687.628200,6688.628300,1.000100,6688.628300,0.000,-0.002672,0.030589,0.043854,-0.009993,0.039084,0.049523
174,6628,189833,6688.628300,6689.628300,1.000000,6689.628300,0.000,-0.002646,0.030030,0.043776,-0.009967,0.039097,0.049484
175,6629,189834,6689.628300,6690.628300,1.000000,6690.628300,0.000,-0.002646,0.030030,0.043776,-0.009967,0.039097,0.049484
176,6630,189835,6690.628300,6691.628300,1.000000,6691.628300,0.000,-0.002634,0.029751,0.043736,-0.009967,0.039097,0.049484
177,6631,189836,6691.628300,6692.628600,1.000300,6692.628600,0.000,-0.002622,0.029472,0.043697,-0.009941,0.039110,0.049444
178,6632,189837,6692.628600,6693.628800,1.000200,6693.628800,0.000,-0.002622,0.029261,0.043658,-0.009941,0.039110,0.049444
179,6633,189838,6693.628800,6694.629200,1.000400,6694.629200,0.000,-0.002658,0.028763,0.043608,-0.009941,0.039110,0.049444
180,6634,189839,6694.629200,6695.630000,1.000800,6695.630000,0.000,-0.002658,0.028763,0.043608,-0.009915,0.039123,0.049404
181,6635,189840,6695.630000,6696.630200,1.000200,6696.630200,0.000,-0.002648,0.028484,0.043569,-0.009915,0.039123,0.049404
182,6636,189841,6696.630200,6697.632700,1.002500,6697.632700,0.000,-0.002601,0.028212,0.043569,-0.009915,0.039123,0.049404
183,6637,189842,6697.632700,6698.632700,1.000000,6698.632700,0.000,-0.002604,0.028001,0.043530,-0.009889,0.039136,0.049365
184,6638,189843,6698.632700,6699.634300,1.001600,6699.634300,0.000,-0.002558,0.027728,0.043530,-0.009889,0.039136,0.049365
185,6639,189844,6699.634300,6700.634300,1.000000,6700.634300,0.000,-0.002550,0.027449,0.043491,-0.009889,0.039136,0.049365
186,6640,189845,6700.634300,6701.634400,1.000100,6701.634400,0.000,-0.002550,0.027449,0.043491,-0.009863,0.039150,0.049325
187,6641,189846,6701.634400,6702.634500,1.000100,6702.634500,0.000,-0.002508,0.026966,0.043451,-0.009863,0.039150,0.049325
188,6642,189847,6702.634500,6703.634600,1.000100,6703.634600,0.000,-0.002508,0.026966,0.043451,-0.009837,0.039163,0.049285
189,6643,189848,6703.634600,6704.634700,1.000100,6704.634700,0.000,-0.002514,0.026475,0.043441,-0.009837,0.039163,0.049285
190,6644,189849,6704.634700,6705.634800,1.000100,6705.634800,0.000,-0.002518,0.026265,0.043402,-0.009811,0.039176,0.049245
191,6645,189850,6705.634800,6706.634900,1.000100,6706.634900,0.000,-0.002526,0.025775,0.043392,-0.009811,0.039176,0.049245
192,6646,189851,6706.634900,6707.635100,1.000200,6707.635100,0.000,-0.002526,0.025775,0.043392,-0.009811,0.039176,0.049245
193,6647,189852,6707.635100,6708.635100,1.000000,6708.635100,0.000,-0.002521,0.025496,0.043353,-0.009785,0.039189,0.049205
194,6648,189853,6708.635100,6709.635400,1.000300,6709.635400,0.000,-0.002531,0.025006,0.043343,-0.009760,0.039202,0.049166
195,6649,189854,6709.635400,6710.635500,1.000100,6710.635500,0.000,-0.002531,0.025006,0.043343,-0.009760,0.039202,0.049166
196,6650,189855,6710.635500,6711.637600,1.002100,6711.637600,0.000,-0.002531,0.025006,0.043343,-0.009734,0.039215,0.049126
197,6651,189856,6711.637600,6712.638800,1.001200,6712.638800,0.000,-0.002500,0.024802,0.043343,-0.009734,0.039215,0.049126
198,6652,189857,6712.638800,6713.638800,1.000000,6713.638800,0.000,-0.002505,0.024522,0.043372,-0.009708,0.039229,0.049086
199,6653,189858,6713.638800,6714.639000,1.000200,6714.639000,0.000,-0.002534,0.023822,0.043392,-0.009708,0.039229,0.049086
200,6654,189859,6714.639000,6715.640300,1.001300,6715.640300,0.000,-0.002534,0.023822,0.043392,-0.009682,0.039242,0.049046
201,6655,189860,6715.640300,6716.640200,0.999900,6716.640200,0.000,-0.002534,0.023822,0.043392,-0.009682,0.039242,0.049046
202,6656,189861,6716.640200,6717.640300,1.000100,6717.640300,0.000,-0.002586,0.023327,0.043343,-0.009656,0.039255,0.049006
203,6657,189862,6717.640300,6718.640500,1.000200,6718.640500,0.000,-0.002603,0.023116,0.043372,-0.009630,0.039268,0.048966
204,6658,189863,6718.640500,6719.640500,1.000000,6719.640500,0.000,-0.002658,0.022900,0.043362,-0.009630,0.039268,0.048966
205,6659,189864,6719.640500,6720.640500,1.000000,6720.640500,0.000,-0.002703,0.022617,0.043352,-0.009605,0.039281,0.048926
206,6660,189865,6720.640500,6721.640600,1.000100,6721.640600,0.000,-0.002721,0.022406,0.043381,-0.009605,0.039281,0.048926
