index,tx_timestamp_ms,rx_timestamp_ms,delay_ms,tx_x,tx_y,tx_z,rx_x,rx_y,rx_z
84,40567.3,41606.1,1038.75,0.0213419,0.0156355,0.028228,0.0214132,0.014999,0.0320785
85,40568.3,41477.5,909.218,0.0213419,0.0156355,0.028228,0.0214132,0.014999,0.0320785
86,40569.3,41507.5,938.23,0.0213419,0.0156355,0.028228,0.0214132,0.014999,0.0320785
87,40570.3,41497.5,927.226,0.0213419,0.0156355,0.028228,0.0214132,0.014999,0.0320785
88,40571.6,41584.1,1012.5,0.0213419,0.0156355,0.028228,0.0214132,0.014999,0.0320785
89,40572.6,41392.4,819.815,0.0213419,0.0156355,0.028228,0.0214132,0.014999,0.0320785
90,40573.6,41452.5,878.967,0.0213419,0.0156355,0.028228,0.0214132,0.014999,0.0320785
91,40574.6,41399.4,824.815,0.0213419,0.0156355,0.028228,0.0214132,0.014999,0.0320785
92,40575.6,41453.5,877.967,0.0213419,0.0156355,0.028228,0.0214132,0.014999,0.0320785
93,40576.6,41619.2,1042.67,0.0213419,0.0156355,0.028228,0.0214132,0.014999,0.0320785
94,40577.6,41523.5,945.988,0.0213419,0.0156355,0.028228,0.0214132,0.014999,0.0320785
95,40578.6,41525.5,946.988,0.0213419,0.0156355,0.028228,0.0214132,0.014999,0.0320785
96,40579.6,41477.5,897.972,0.0213419,0.0156355,0.028228,0.0214132,0.014999,0.0320785
97,40580.6,41423.5,842.951,0.0213419,0.0156355,0.028228,0.0214132,0.014999,0.0320785
98,40581.6,41628.5,1046.92,0.0213419,0.0156355,0.028228,0.0214132,0.014999,0.0320785
99,40582.6,41505.5,922.983,0.0213419,0.0156355,0.028228,0.0214132,0.014999,0.0320785
100,40583.6,41403.4,819.813,0.0213419,0.0156355,0.028228,0.0214132,0.014999,0.0320785
